comment,toxic,PER,LOC,ORG,positive,negative,neutral,speech,skip,rude
Хм тоесть отца Хачатурян убили потому что он якобы применял к ним насилие  а тут стрелочка не поворачивается ммм как оно,0,1,0,0,0.07160120457410812,0.3702353835105896,0.2227101624011993,0.0038344827480614185,0.3007555902004242,0
Фемки это бичь времени  как и педерасты.,1,0,0,0,0.005921069998294115,0.4532718360424042,0.8634016513824463,1.000000338535756e-05,0.02844603545963764,0
Может она детей грудных воровала и ела,0,0,0,0,0.051855459809303284,0.15611489117145538,0.16027602553367615,0.006702851038426161,0.13661839067935946,0
Ой  МГшные петушки в комментиках  miło :3,1,0,0,0,0.4225146472454071,0.0047651990316808215,0.3073680400848389,0.0018775658681988718,0.04604391008615494,0
За убийство из ревности меньше срок положен. По закону  заметьте. Уголовный кодекс не дауны составляли.,0,0,0,0,0.010662510991096495,0.16886694729328156,0.8962613940238953,0.0007654056535102428,0.1097157895565033,0
36И 52На как бээ явно уже чет не то,0,0,0,0,0.027595279738307003,0.23371636867523196,0.6859594583511353,1.000000338535756e-05,0.07370626926422119,0
"- Выстрелил человеку в лицо и размазжил голову топором. - Комментаторы: ""Нуу... тут не все однознааачно... Может и не виновааат...""Праздник фарса.",0,0,0,0,0.07370626926422119,0.2689514458179474,0.2227101624011993,0.0027249858248978853,0.3276783227920532,0
"Они не просто созданы друг для друга, но и созданы одним ""пастухом"".",0,0,0,0,0.038476187735795975,0.21734751760959625,0.585111141204834,0.001108730910345912,0.1259327530860901,0
Хуже только зоошиза,1,0,0,0,0.0019367348868399856,0.9381340146064758,0.017452487722039226,1.000000338535756e-05,0.4301573634147644,0
"Не к конкретно данному случаю, ибо эт пиздец, но вообще, двойные стандарты по этому поводу можно наблюдать с делом сестёр Хачатурян. Сколько народу (по большей части фемок) выло, что ""ита фсе изза псехалогическага населия, арбуза, баззлайтера и.т.д, апутите нивеновных девачик"", а когда женщину убивает мужик (не рассматривая случаи, когда пациент систематически играл в Месть Боксера) - виноват он и только он, а митингов в поддержку таких личностей не припомню (вроде Соколова, хех)",0,1,0,1,0.03309597820043564,0.4378334879875183,0.3140605390071869,0.020974241197109226,0.18714269995689392,1
А комменты то при чём?Всё логично. Люди не могут принять сторону  потому что не знают  за что убили женщину,0,0,0,0,0.0027249858248978853,0.40734341740608215,0.8479777574539185,0.0005457804654724896,0.18714269995689392,0
меня забанили просто за то что я попросил пруфы к ИХ собственным тезисам. вот так)к сожалению полный диалог с их админом восстановить уже не удастся  я в бане  а все мои комменты он снёс,0,0,0,1,0.10088862478733064,0.5000100135803223,0.2814156115055084,0.0047651990316808215,0.13661839067935946,0
Русский окпупант  срочно введи войска!,1,0,0,0,0.015434555709362032,0.0229873675853014,0.9019306898117064,1.000000338535756e-05,0.08270734548568726,0
Ну так это ботяра) причем с самого махрового дна,0,0,0,0,0.009718479588627815,0.0695517510175705,0.1732981950044632,0.14415885508060455,0.02034235186874866,0
Играл в шахматы с голубем. Проиграл 😐,0,0,0,0,0.0009499436710029839,0.2069040536880493,0.9814634323120116,1.000000338535756e-05,0.05835584178566933,0
Я так понимаю  это замена МГ и фемкам?,0,0,0,0,0.04209772497415543,0.02443309314548969,0.6150978803634644,1.000000338535756e-05,0.06755668669939041,0
Какой в их Арцахе хороший интернет. Аж из окопа вход в ВК возможен.,0,1,0,1,0.13297423720359802,0.2509227991104126,0.15611489117145538,0.00040204179822467273,0.2120788097381592,0
Деградачерский бот - не человек  это униженное в душе существо  завистник  калека  creeper inside. Гоните его  насмехайтесь над ним.,1,0,0,0,0.08036746829748154,0.3775506913661957,0.4843900501728058,0.0026416745968163013,0.11921291798353195,0
Вчера заглядывал в ту помойку. Там админ не успевал банить оппонентов  сложилось впечатление  что в Прекрасной Армении Будущего он останетсяодин),1,1,1,0,0.15611489117145538,0.06009664759039879,0.41490885615348816,0.010338151827454569,0.0980893224477768,0
Просить факты или вменяемые аргументы сегодня это цепляться за слова и выражения,0,0,0,0,0.03964884206652641,0.09010298550128937,0.754925012588501,0.0008930459152907133,0.10088862478733064,0
Бля  споры в интернетах сами по себе такой деградач.Все как по шаблону: стрелки  слился  пруфы  маня. Пиздец. Каждый так уверен в своей правоте и в том  что он обосрал оппонента. Это так нелепо выглядит.,1,0,0,0,0.06561483442783356,0.6001983880996704,0.2814156115055084,0.0026416745968163013,0.1732981950044632,1
Лооол углублялось. Это арамир какой-то.  Ну и да Россия предала тем  что армяне со всего света не поехали защищать Арцах. В частности  и админ этой шараги с залива,0,1,1,0,0.08270734548568726,0.4610267877578736,0.11597072333097458,0.009422590956091879,0.3007555902004242,0
Ага  сам от Соросса подкармливался  так и надолжножсти сороссовских понаставил,0,1,0,0,0.02596735954284668,0.3276783227920532,0.4765896201133728,0.004619571380317211,0.20182321965694427,0
А вот в нарды с голубем играть совсем другое дело,0,0,0,0,0.013646835461258888,0.2393593490123749,0.6723417043685913,0.002060743281617761,0.16886694729328156,0
Я в Первую Крымскую в хохлогруппе уехал в ЧС за лайк смешного коммента про паблос  а тут тебе ещё и по понятиям разложили  видать жопа у админа хорошо горела,0,0,1,0,0.05501529201865196,0.3702353835105896,0.3415925204753876,0.003085370408371091,0.15611489117145538,1
» союзник России » название группы на англицкой мове.,0,0,1,0,0.010996942408382893,0.0980893224477768,0.966924011707306,1.000000338535756e-05,0.04604391008615494,0
Сказочный доб@ёб),1,0,0,0,0.09010298550128937,0.002333162352442741,0.3140605390071869,0.000617075536865741,0.03022458776831627,0
Ну  так-то даунов тут полно),1,0,0,0,0.029322227463126183,0.07808816432952881,0.59267657995224,1.000000338535756e-05,0.022296184673905373,0
А Крым то чей  чего там Пашинян говорит?!))),0,1,1,0,0.02596735954284668,0.020974241197109226,0.6076731681823729,0.0007893660222180188,0.26285186409950256,0
"""Угулблялись"" - это усугублялись или углублялись? Так-то понятно что опечатка, но зато какое слово получилось! С двойным дном и восхитительным звучанием.",0,0,0,0,0.1778208613395691,0.3923468291759491,0.05501529201865196,0.01206377986818552,0.22816647589206696,0
Орно там у биомусора носа того пердаки горят😂Надеюсь азеры еще много этих свинопидоров перережут),1,0,0,0,0.07586817443370819,0.1778208613395691,0.33459946513175964,0.009422590956091879,0.3629792034626007,0
Хач и руснявый даун ака жаба и гадюка. Но хач про ДНо прав. Тут сплошь вата.,1,0,0,0,0.01323282066732645,0.38492217659950256,0.13297423720359802,0.0034934247378259893,0.4378334879875183,0
Я напомню  что армянские патриоты всегда были долбоебами. Не так давно обсуждался случай  как какой-то паблик армянской церкви призыввл травить армянок  которые идут на контакт с русней  причем ядром идеологии там было то  что развращенные русские гибнут  а верные традициям армяне будут процветать. Было также видео  в котором армянин подходит к паре сидящей в кафе  причем дело было в России в Москве  и начинает порицать армянку. В комментариях это одобряли и сравнивали таких армянок с чернильницами,1,0,1,0,0.1067005917429924,0.2942249774932861,0.4610267877578736,0.006498271133750677,0.13661839067935946,0
Всегда думал что название паблика это хим соединение типа оксид железа  только деградат нация. Иначе вместе надо было писать или через дефис хотя бы. Я дурак или в посте неправильно склоняют название?,0,0,0,0,0.0566624328494072,0.5312193632125854,0.5544804334640503,0.0007893660222180188,0.09010298550128937,0
Есть ссыль на этих? Не нашел по поиску,0,0,0,0,0.003717252518981695,0.02443309314548969,0.993317186832428,1.000000338535756e-05,0.016924913972616196,0
Поможем Армении - армянами.,0,0,1,0,0.001042230986058712,0.00507033197209239,0.9924327731132508,1.000000338535756e-05,0.21734751760959625,0
Ещё бы этот таракан какие то выпады делал,0,0,0,0,0.007587242405861615,0.320831298828125,0.4301573634147644,0.0038344827480614185,0.2227101624011993,0
Забавная там группа.,0,0,0,0,0.038476187735795975,0.18714269995689392,0.7718535065650941,1.000000338535756e-05,0.006913838442414999,0
Я б сказал  что шо одни - балбесы  шо другие - дебилыАдмину деградата  как всегда  новые шорты,1,0,0,0,0.1067005917429924,0.5775054097175598,0.02844603545963764,0.022296184673905373,0.3775506913661957,0
На случай если дурачки поведутся на провокацию с поста. На фото отношение армян к России  которое русские не хотят видеть 🤔,1,0,1,0,0.032110705971717834,0.3140605390071869,0.8175845146179199,0.0005457804654724896,0.03515484184026718,0
Кста  за что люблю ДН: в отличии от людей с хорошоими лицами  топящами за свободу слова и прочее  при первой возможности кидающих в бан всех несогласных  рассово тоталитарный ватоадмин не только потерял в сарае банхамер  но иной раз и вывешивает высказывания оппонентов для популизации мнения  отличающегося от местного большинства.,0,0,0,0,0.08510905504226685,0.1732981950044632,0.320831298828125,0.01799621433019638,0.11597072333097458,0
Защитник любого цветного майдана на постсоветском пространстве   как терминатор -тонет в ковше с навозом но гордо вытягивает руку с поднятым большим пальцем за русофобию .,0,0,0,0,0.029322227463126183,0.16027602553367615,0.546748161315918,0.03115382604300976,0.14034625887870789,0
Ну справедливости ради   Армения не то чтобы полезный союзник,0,0,1,0,0.006107562687247992,0.11921291798353195,0.8031837940216064,0.007355827372521163,0.06561483442783356,0
Т.е. автор 2 дня тратил время на тот паблик и спешил в режиме онлайн делиться с публикой своими приключениями?Нифига у него занятие,0,0,0,0,0.02596735954284668,0.09535945951938628,0.8031837940216064,0.002482622629031539,0.1520422399044037,0
Ситуация 1 в 1. Хрусталёв также орал в самолёте? Какие нахуй пруфы после такого поста можно приводить для даунов с деградат нации?,1,1,0,0,0.010023568756878376,0.348655104637146,0.7248802781105042,0.0071314298547804356,0.03309597820043564,1
Прошедшая война их ничему не научила. Все так же в своем маня мирке  где во всем виноваты другие.,0,0,0,0,0.1732981950044632,0.33459946513175964,0.1294127255678177,0.014967083930969238,0.07370626926422119,0
Да это сын куколда же  который ботом подрабатывает. Над такими орать в сто раз веселей.,1,0,0,0,0.3775506913661957,0.11280541121959685,0.2393593490123749,0.00037829793291166425,0.1778208613395691,0
"И ни одна ему подобная сука не пояснит за ""предательство со стороны России"".",0,0,1,0,0.09535945951938628,0.7186043858528137,0.1294127255678177,0.0005293049616739154,0.10088862478733064,1
"""Это как играть в шахматы с голубем"". Почему-то у меня сомнения, что он победил бы",0,0,0,0,0.06372499465942383,0.275139719247818,0.4532718360424042,0.0011435691267251966,0.15611489117145538,0
Если отринуть все прочее  про ватных даунов с ДН все верно написал.,1,0,0,0,0.0019367348868399856,0.348655104637146,0.7186043858528137,0.006913838442414999,0.0566624328494072,0
"""Ватный кусок биомусора..."" ,можно дальше и не читать.",1,0,0,0,0.13297423720359802,0.16886694729328156,0.11280541121959685,0.0004828545497730374,0.4765896201133728,0
Огхо! Теперь и за подписку на дн могут из говномета обстрелять,1,0,0,0,0.16452647745609286,0.14415885508060455,0.1778208613395691,0.0014650630764663222,0.13661839067935946,0
"""Русские оккупанты предали армян"" (с)",0,0,0,0,0.0026416745968163013,0.5078218579292297,0.6442351341247559,1.000000338535756e-05,0.1520422399044037,0
Долбоеба с Деградата захуесосили  а он ещё радостно этим хвастаться побежал🤦‍♂️🤦‍♂️🤦‍♂️,1,1,0,0,0.5000100135803223,0.5698626637458801,0.015434555709362032,0.016924913972616196,0.22816647589206696,1
Ну  голуби могут догадаться подкатить кубик  чтоб достать еду (есть видяшки с исследований)  а вот сможет ли комментатор?),0,0,0,0,0.05341333150863648,0.05501529201865196,0.4378334879875183,0.002333162352442741,0.20182321965694427,0
Сот зашёл туда  уныло как-то. Здесь хотя бы посмеяться можно.,0,0,0,0,0.01323282066732645,0.07370626926422119,0.94500470161438,1.000000338535756e-05,0.0980893224477768,0
Не делал выпадов == пешка кремляВыдающаяся логика!,1,0,0,0,0.1097157895565033,0.2689514458179474,0.03515484184026718,0.034110426902771,0.275139719247818,0
🤦‍♂️,0,0,0,0,0.0008930459152907133,1.000000338535756e-05,0.9951046109199524,1.000000338535756e-05,0.004208795726299286,0
Ну Хрусталёв же не Навальный  это другое  понимать надо.Он еще и наверняка за Путина  или по крайней мере не против. Так что  с точки зрения либерахи  не совсем человек.,0,1,0,0,0.04886778444051743,0.6791887283325195,0.3557848632335663,0.0010105045512318613,0.1259327530860901,0
Он вроде алкоголем злоупотреблял,0,0,0,0,0.00040204179822467273,0.9124462008476256,0.3702353835105896,0.001042230986058712,0.3415925204753876,0
Потому что Хрусталёв - шут при режиме. Его жалеть нельзя.,1,1,0,0,0.007355827372521163,0.6370407938957214,0.4765896201133728,0.001108730910345912,0.4532718360424042,0
Ну так он политикой не занимается вроде. Так-что здесь деградат у авторов паблика!,0,0,0,0,0.029322227463126183,0.2120788097381592,0.8596737384796143,1.000000338535756e-05,0.06561483442783356,0
Просто навальный не рыпался зайца в Ну Погоди озвучивать,0,0,1,0,0.04469086229801178,0.38492217659950256,0.4225146472454071,0.00044055713806301355,0.09535945951938628,0
Будет тогда складываться ощущение  что с режЫмом борются исключительно клоуны.Слишком уж явная картина получится.,0,0,0,0,0.03623005375266075,0.1778208613395691,0.8706072568893433,0.0012548431986942887,0.08270734548568726,0
Потому что нет оснований считать  что его могут отравить. У него нет столько врагов.,0,0,0,0,0.032110705971717834,0.6513648629188538,0.38492217659950256,0.0007893660222180188,0.1968362182378769,0
Путин?,0,1,0,0,1.000000338535756e-05,1.000000338535756e-05,0.9951046109199524,1.000000338535756e-05,0.0566624328494072,0
Что кома ?! Это отравление ! 146% траванули точно говорю ! (И всех кто был в искусственной тоже коме травили),0,0,0,0,0.11280541121959685,0.08757384121417999,0.5156299471855164,0.001997774234041572,0.04604391008615494,0
"А если Навальный смачно дристанет в толчке, то тоже режим виноват? Типо в кому вводят только ""врагов"" режима судя по комментам. И даже если Хрусталев бухнул, где гарантия что Сисян не бухал перед этим с той бабой.",1,1,0,0,0.01641303114593029,0.3629792034626007,0.4532718360424042,0.0049154055304825315,0.348655104637146,1
Новичком отравили?,0,0,0,0,1.000000338535756e-05,0.0034934247378259893,0.9219318628311156,1.000000338535756e-05,0.034110426902771,0
хрусталя тоже траванули чтоб обесценить хайп вокруг лехи,0,0,0,0,0.05501529201865196,0.2509227991104126,0.14415885508060455,0.01855656690895557,0.08757384121417999,0
Трави своих  чтобы боялись чужие,0,1,0,0,0.002560912864282727,0.022296184673905373,0.4225146472454071,0.02443309314548969,0.6224693655967712,0
Типичный русак. Такой создаёт ватных долбоебов  что обитают на ДНе в количестве 146%.,1,0,1,0,0.0566624328494072,0.40734341740608215,0.18714269995689392,0.006498271133750677,0.2120788097381592,0
- Хрусталёв перепил?- Приплетайте правительство,0,0,0,0,0.01799621433019638,0.040855713188648224,0.585111141204834,0.0010105045512318613,0.41490885615348816,0
"Это сделали фанаты старого ""Ну, погоди""",0,0,0,0,0.002810927340760827,0.2227101624011993,0.7981967926025391,1.000000338535756e-05,0.1732981950044632,0
Это не Хрусталев  это Спасокукоцкий!,0,1,0,0,0.03309597820043564,0.839743971824646,0.0980893224477768,1.000000338535756e-05,0.14415885508060455,0
если честно  то навальный и путин гении  так поджигать пуканы миллионов сограждан надо уметь. только вот от первого в этой стране вообще нихуя не зависит и ненавидеть его поводов примерно в мильярд раз меньше  чем солнцеликого. тем не менее  желчь у местных одноклеточных детонирует только на него  вот ведь удивительная ситуация,0,0,0,0,0.1067005917429924,0.4378334879875183,0.38492217659950256,0.00574024673551321,0.08757384121417999,0
Блин  Митька... ((,0,0,0,0,1.000000338535756e-05,0.9871888160705566,0.005921069998294115,1.000000338535756e-05,0.09010298550128937,0
Ребята  вы просто не понимаете - - это хитрый план кремля - - вводим в кому другого человека  чтобы показать  мол у навального не новичек!!!,0,0,0,0,0.0980893224477768,0.12253321707248688,0.16886694729328156,0.011341754347085951,0.3998216390609741,0
Он та что ему сделал? Пошутил чтоли не так?,0,0,0,0,1.000000338535756e-05,0.07586817443370819,0.91965252161026,0.0007421813788823782,0.2814156115055084,0
Приплетаем грамотно: Он же пародировал Путина  а теперь он в коме. Совпадение? Не думаю!,0,1,0,0,0.01169725600630045,0.2942249774932861,0.7057950496673584,0.00045421844697557384,0.13661839067935946,0
Ууу Путин злыдень  что тебе этот лысик сделал?,1,1,0,0,0.01283121295273304,0.051855459809303284,0.4921981394290924,0.01283121295273304,0.10088862478733064,0
Это он про лиэко шутил много видимо. Допизделся.,1,0,0,0,0.006702851038426161,0.33459946513175964,0.7606606483459473,1.000000338535756e-05,0.2120788097381592,0
теперь он комик,0,0,0,0,0.20182321965694427,0.00507033197209239,0.6992644667625427,1.000000338535756e-05,0.04469086229801178,0
Админ  ты в порядке? Мужик так-то с короновирусом попал в больницу  причём тут наскальный вообще? Ну заболел человек  ничего. Выздоровеет,0,1,0,0,0.0191340371966362,0.4225146472454071,0.3415925204753876,0.03309597820043564,0.13661839067935946,0
Ну такую аналогию может провести только ватоголовые 🤷‍♂️🤣,1,0,0,0,0.034110426902771,0.1259327530860901,0.8311530351638794,0.0007654056535102428,0.08757384121417999,0
Лулзы лулзами  а Хрусталева жалко. Желаю скорой поправки,0,1,0,0,0.02162533439695835,0.4765896201133728,0.038476187735795975,0.02596735954284668,0.20182321965694427,0
Так он же с короной вроде слег  не?,0,0,0,0,0.0010105045512318613,0.06561483442783356,0.9496793746948242,0.0009797518141567707,0.0229873675853014,0
До пародировался. Наитемнейщий недавно КВН пересматривал видимо.,0,0,0,1,0.04209772497415543,0.1778208613395691,0.6297846436500549,1.000000338535756e-05,0.2942249774932861,0
Что только админ не делает дабы притянуть за уши то Навального   то хохлов. Однобокий юмор - признак его отсутствия...,1,1,0,0,0.02369946800172329,0.7186043858528137,0.24509501457214355,0.010023568756878376,0.22816647589206696,0
Хрусталёв  машину!,0,0,0,0,0.20182321965694427,0.6926519870758057,0.016924913972616196,1.000000338535756e-05,0.1520422399044037,0
Однозначно афтар дегродат!,1,0,0,0,0.2393593490123749,0.022296184673905373,0.5234303474426271,1.000000338535756e-05,0.05501529201865196,0
Потому что логическую цепочку между критическими оценками Урганта действующей власти и загадочной интоксикацией его соведущего пока не провели. Обождите.,0,1,0,0,0.06009664759039879,0.05341333150863648,0.8080772161483765,0.013646835461258888,0.0566624328494072,0
Помянем. 💀,0,0,0,0,1.000000338535756e-05,0.14805719256401062,0.8872146010398865,1.000000338535756e-05,0.04337579756975174,0
Почему за ним с Германии самолёт не прилетел?,0,0,1,0,0.005230126902461052,0.275139719247818,0.7718535065650941,0.0008930459152907133,0.034110426902771,0
Деградат окончательно превратился в плод порочной любви ватан тудей и одноклассников.,1,0,0,0,0.3775506913661957,0.061885979026556015,0.22816647589206696,0.01972912810742855,0.020974241197109226,0
путен совсем обезумел.,1,0,0,0,0.01591639406979084,0.4455395638942719,0.287777841091156,1.000000338535756e-05,0.05501529201865196,0
Долго же Путин откладывал этот момент  но месть настигла комика!,0,1,0,0,0.3775506913661957,0.08036746829748154,0.12253321707248688,0.0012548431986942887,0.21734751760959625,0
ДА ПОХУЙ БЛЯ,1,0,0,0,1.000000338535756e-05,0.997894287109375,1.000000338535756e-05,1.000000338535756e-05,0.6992644667625427,1
я так понимаю в этом паблике админы ярые совки ватники  клеймят дегенератами всех  кто с их мнением не согласен)))) либерда да  Убогие,1,0,0,0,0.09269777685403824,0.275139719247818,0.40734341740608215,0.005230126902461052,0.10088862478733064,0
Та скорее всего передознулся немножечко,0,0,0,0,0.03964884206652641,0.11280541121959685,0.348655104637146,0.010662510991096495,0.15611489117145538,0
"Слабоумие либеральной элиты не позволяет ему анализировать ситуацию, когда есть две одинаковые диагнозы. Единственное, что остаётся этим валенкам, так это кричать с пеной у рта два слова: ""ЭТО ДРУГОЕ""",0,0,0,0,0.07808816432952881,0.3629792034626007,0.38492217659950256,0.008325778879225254,0.1824355274438858,0
Админ чёт совсем обьебался. У меня сосед тоже в кому впал    сюда скинуть чтобы новичок приплетали?,1,0,0,0,0.0071314298547804356,0.546748161315918,0.21734751760959625,0.01641303114593029,0.4688006341457367,0
ПУТИН ОТОМСТИЛ ЗА СЦЕНКУ ИЗ КВН! ГБШНАЯ ТВАРЬ МСТИТ РУССКОМУ НАРОДУ!!!!!!!,1,0,0,0,0.04886778444051743,0.3702353835105896,0.1097157895565033,0.0011435691267251966,0.6442351341247559,0
Димка  выздоравливай,0,0,0,0,0.02034235186874866,0.0008930459152907133,0.3702353835105896,0.005394937004894018,0.287777841091156,0
везите в Шарите  фигли думать,0,0,1,0,0.0018775658681988718,0.04604391008615494,0.9381340146064758,1.000000338535756e-05,0.061885979026556015,0
Тут даже бэкстори у отравления нет  ну камон! Нельзя же приваливать на ровном месте!,0,0,0,0,0.026769286021590236,0.275139719247818,0.3007555902004242,0.007825888693332672,0.0980893224477768,0
Тормозухи наебнул,1,0,0,0,0.004080137703567743,0.7122421860694885,0.3629792034626007,1.000000338535756e-05,0.12253321707248688,1
Плохой год для смехунов,0,0,0,0,0.14415885508060455,0.5621865391731262,0.03309597820043564,0.00034535021404735744,0.02034235186874866,0
Админ совсем деградат похоже.,1,1,0,0,0.026769286021590236,0.38492217659950256,0.18714269995689392,0.0005627787322737278,0.1067005917429924,0
Ну во-первых  у него корона.,0,0,0,0,0.00507033197209239,0.034110426902771,0.9173126816749572,1.000000338535756e-05,0.1097157895565033,0
Наркоман он ебаный,1,0,0,0,0.00042731568100862205,0.839743971824646,0.008325778879225254,1.000000338535756e-05,0.9124462008476256,0
Админов укусил члентач и они мутируют в что-то подобное только ватное. Так приплетать Лешку  это капец... реально уровня члентача  и даже выше. Учитывая что в основной массе о Леше уже забыли. А у админа все зудит. Лёша такой страшный политик  что он вообще не политик а блогер  и блогер хуевый  и анализ у него хреновый  и аудитория накручена и ничего он сделать не сможет.... НО вот он придёт к власти и все и хана  и все рухнет и будет продано западу и будем биться мы в агонии огненной. Реально как с Путеным и либералами.,1,1,0,0,0.14415885508060455,0.4843900501728058,0.287777841091156,0.008857354521751406,0.10088862478733064,1
Заяц и Волк мстят. Следующий некуколд Гарик,0,1,0,0,0.04209772497415543,0.07160120457410812,0.8031837940216064,1.000000338535756e-05,0.2069040536880493,0
Паблик совсем уже в ватное говно скатился.,1,0,0,0,0.02844603545963764,0.839743971824646,0.09269777685403824,0.001108730910345912,0.0980893224477768,1
"Это как-то связано с ""Ну, погоди!""? Мало ли, может и правда кому-то такой повод подойдёт для таких страшных дел.",0,0,0,0,0.02034235186874866,0.3007555902004242,0.5775054097175598,0.0026416745968163013,0.1968362182378769,0
Админ петух школьный,1,1,0,0,0.1732981950044632,0.014967083930969238,0.08510905504226685,1.000000338535756e-05,0.3557848632335663,0
Кокса обнюхался удод лысый.,1,1,0,0,0.1259327530860901,0.01641303114593029,0.7186043858528137,1.000000338535756e-05,0.020974241197109226,0
Так мы это проходили. Ему надо рафаэлку дать👌,0,0,0,1,0.0566624328494072,0.2509227991104126,0.8872146010398865,1.000000338535756e-05,0.038476187735795975,0
Даааа... кокос нынче не тот уже,0,0,0,0,0.11921291798353195,0.6859594583511353,0.010996942408382893,0.0010105045512318613,0.287777841091156,0
Админ выпей яду  желательно новичка  ебанутый олень,1,1,0,0,0.0695517510175705,0.2814156115055084,0.007825888693332672,0.07160120457410812,0.4688006341457367,1
Ну так по тому что диагноз был поставлен сразу?,0,0,0,0,0.0016584827098995447,0.2568419873714447,0.7490972280502319,0.0007421813788823782,0.16452647745609286,0
Отписался  кстати,0,0,0,0,0.03022458776831627,0.02518884465098381,0.6584275364875793,1.000000338535756e-05,0.05501529201865196,0
Чел  ты еблан,1,0,0,0,1.000000338535756e-05,0.02518884465098381,0.9344051480293274,1.000000338535756e-05,0.19194278120994568,1
Животное,1,0,0,0,0.0004978571087121964,0.0014650630764663222,0.9970290064811708,1.000000338535756e-05,0.0009499436710029839,0
Скотник как обычно,1,0,0,0,0.0011795104946941135,0.020974241197109226,0.99753737449646,1.000000338535756e-05,0.003603602992370725,0
Сотник стекломоя бахнув,1,0,0,0,0.002560912864282727,0.10375863313674928,0.7826725244522095,1.000000338535756e-05,0.1520422399044037,0
"ВВС даже алкоголиков вразумляет. Это ещё один сюжет для их сериала ""Жизнь животных """,0,0,0,1,0.07370626926422119,0.38492217659950256,0.6926519870758057,0.0011435691267251966,0.09269777685403824,0
Сейчас бы обсуждать спившегося литовского 50летнего видеоблоггера.😒,0,0,0,0,0.027595279738307003,0.08036746829748154,0.9591643214225768,0.0071314298547804356,0.010996942408382893,0
За Карабах дед переживал так-то.,0,1,0,0,0.051855459809303284,0.010996942408382893,0.8903042674064636,1.000000338535756e-05,0.16027602553367615,0
Прежде чем скорбеть о человеке следует выяснить его политические предпочтения. За кого голосовал так и хороним.,0,0,0,0,0.014967083930969238,0.2393593490123749,0.9241518378257751,0.0021257030311971907,0.04209772497415543,0
Скорбим  но не скорбим🤔🤔🤔,0,0,0,0,0.0043415031395852574,0.9748311638832092,0.03115382604300976,0.0008930459152907133,0.4532718360424042,0
Путин головного мозга,0,1,0,0,0.0017107223393395545,0.546748161315918,0.05835584178566933,0.002060743281617761,0.6442351341247559,0
Саса и его раковый корпус:,0,1,0,0,0.08036746829748154,0.014073628932237623,0.6992644667625427,0.00034535021404735744,0.09010298550128937,0
А потом потник опять будет ныть  что от него отписываются 🤷‍♂️,0,0,0,0,0.01591639406979084,0.3998216390609741,0.8221991658210754,1.000000338535756e-05,0.13661839067935946,0
Фу  блядь. Фу таким быть.,1,0,0,0,0.0049154055304825315,0.9814634323120116,0.0049154055304825315,1.000000338535756e-05,0.7186043858528137,1
Ну так то Армен Борисович в едре состоял  даже баллотировался в Гагаринском районе Москвы.,0,1,1,0,0.008587487041950226,0.287777841091156,0.8519628047943115,0.0011795104946941135,0.14805719256401062,0
Вот тут многие оскорбляют Сашу Сотника  а я бы ему посочувствовал. У него очень тяжелая жизнь. Ведь прежде  чем посмотреть фильм  ему необходимо узнать за кого голосовала съемочная группа прежде  чем купить хлеб  ему необходимо узнать считает ли пекарь Крым украинским и т.п. Да любой бы спился на его месте.,0,1,0,0,0.061885979026556015,0.2393593490123749,0.6791887283325195,0.002333162352442741,0.08757384121417999,0
Невероятно но факт : Все кто голосует за него - умрут)),0,0,0,0,0.26285186409950256,0.034110426902771,0.38492217659950256,1.000000338535756e-05,0.14415885508060455,0
что забавно - многие современные либералы даже и не вникают что Путин на момент начала 2000ых болел точно такой же демшизой с тезисами о том какие плохие олигархи и как нужно вводить либеральную политику в России.. Просто те либералы которые входят во власть - резко охуевают от того как тяжело править.,0,1,1,0,0.05835584178566933,0.5544804334640503,0.4843900501728058,0.005394937004894018,0.1097157895565033,1
он был ахуенный актер. А за кого он там голосовал мне срать,0,0,0,0,0.07370626926422119,0.20182321965694427,0.21734751760959625,1.000000338535756e-05,0.21734751760959625,1
Путин наш Отец и Вождь! А всем  кому не нравится могут уезжать  в свои пендосии 🌚,1,1,1,0,0.14034625887870789,0.2120788097381592,0.05501529201865196,0.02518884465098381,0.10088862478733064,0
Как сказал Чегевара   не расстреливайте артистов и проституток   они служат любой власти !!!!!,0,1,0,0,0.03115382604300976,0.275139719247818,0.2814156115055084,0.04469086229801178,0.2069040536880493,0
Да и ху с ним .русофоб грёбаный,1,0,0,0,0.01972912810742855,0.7718535065650941,0.0695517510175705,0.0008395892800763249,0.1520422399044037,0
-Джигарханян умер!-Откройте скорбь!-Но он путинский!-Закройте скорбь!-Но актер хороший..-Скорбите  но не сильно.,0,0,0,0,0.0695517510175705,0.275139719247818,0.06372499465942383,0.0028995804022997613,0.5775054097175598,0
"Какая разница, что за жизненная позиция и мировоззрение у актёра? Его первостепенная задача: развлекать людей, а не рекламировать им ""правильных кандидатов"" и ""сугубо верные"" взгляды Сотника и прочих Камикадзе Ди.",0,1,0,0,0.05835584178566933,0.3073680400848389,0.6654205918312073,0.0043415031395852574,0.07808816432952881,0
